Date;xlp;xle;xlv;xli;xlb;xlk;iyt;xlu;vcr;vfh;vnq
2008-02-29;19.321168899536133;54.06538391113281;26.196300506591797;27.737056732177734;30.86787986755371;18.14476776123047;69.72753143310547;23.67115592956543;41.95130920410156;36.22490310668945;34.86475372314453
2008-03-03;19.513444900512695;54.74077606201172;26.188302993774414;28.142587661743164;31.381467819213867;18.13657569885254;70.31806945800781;24.029911041259766;42.02756881713867;35.741912841796875;35.10685729980469
2008-03-04;19.49920654296875;53.67437744140625;26.220252990722656;27.81356430053711;30.626192092895508;18.16115379333496;70.72034454345703;24.4453067779541;42.02756881713867;35.47358322143555;34.77615737915039
2008-03-05;19.5490665435791;55.0251350402832;26.172334671020508;28.180849075317383;31.487197875976562;18.292211532592773;71.46492004394531;24.376062393188477;42.069915771484375;35.25892639160156;35.254486083984375
2008-03-06;19.371015548706055;53.923221588134766;25.645214080810547;27.645235061645508;31.207763671875;18.038284301757812;69.41944885253906;23.878860473632812;40.86695098876953;33.993927001953125;33.64825439453125
2008-03-07;19.278440475463867;52.43738555908203;25.349700927734375;27.24734878540039;29.901134490966797;18.038284301757812;68.9401626586914;23.727802276611328;40.502685546875;34.0782470703125;34.197444915771484
2008-03-10;19.178730010986328;51.79045486450195;24.758689880371094;26.811206817626953;29.2591552734375;17.8416805267334;67.68201446533203;23.696334838867188;39.84190368652344;33.23491668701172;33.713218688964844
2008-03-11;19.584665298461914;54.45640182495117;24.9982967376709;27.72174072265625;31.041593551635742;18.472444534301758;70.55773162841797;24.105430603027344;41.061805725097656;35.49656295776367;35.90407180786133
2008-03-12;19.53481674194336;53.247840881347656;24.9982967376709;27.668190002441406;30.59598731994629;18.284029006958008;69.38517761230469;24.105430603027344;40.85001754760742;34.77590560913086;35.14820098876953
2008-03-13;19.53481674194336;54.13650131225586;24.96634864807129;28.050777435302734;31.343708038330078;18.210296630859375;70.70323181152344;24.029911041259766;41.15499496459961;34.959922790527344;35.56157302856445
2008-03-14;19.20009422302246;53.14830780029297;24.503116607666016;27.606969833374023;30.792356491088867;17.980937957763672;69.05139923095703;23.853673934936523;40.375606536865234;33.82524108886719;34.841121673583984
2008-03-17;19.093273162841797;51.29282760620117;24.471168518066406;27.4692440032959;30.17304229736328;17.899009704589844;68.37525177001953;23.86625862121582;39.723289489746094;33.25790786743164;35.053714752197266
2008-03-18;19.442228317260742;53.532203674316406;25.23789405822754;28.915403366088867;31.23041343688965;18.701805114746094;72.0640640258789;24.28795623779297;41.299007415771484;35.76490783691406;36.594993591308594
2008-03-19;19.5490665435791;50.26197052001953;24.910436630249023;27.859472274780273;29.11565589904785;18.14476776123047;69.99285888671875;23.809619903564453;40.85847854614258;35.12092208862305;36.317440032958984
2008-03-20;19.775306701660156;50.485130310058594;24.941730499267578;28.152301788330078;29.017173767089844;18.34634780883789;72.44063568115234;23.740530014038086;42.12074279785156;37.183231353759766;37.52802276611328
2008-03-24;19.99726104736328;51.36921691894531;25.270648956298828;28.790212631225586;30.04753875732422;18.993661880493164;74.76004028320312;23.81659698486328;43.543975830078125;37.558902740478516;38.37247848510742
2008-03-25;20.047378540039062;51.882545471191406;25.318782806396484;28.96695899963379;30.949113845825195;19.010051727294922;75.25838470458984;23.746868133544922;43.42538070678711;37.53037643432617;38.47066116333008
2008-03-26;19.882709503173828;53.009033203125;25.07008934020996;28.73640251159668;30.812742233276367;18.641326904296875;73.9374771118164;23.835620880126953;42.48502731323242;36.304298400878906;37.7327880859375
2008-03-27;19.982940673828125;52.47431182861328;25.198448181152344;28.421302795410156;30.72940444946289;18.493833541870117;73.38849639892578;24.076505661010742;41.968257904052734;35.74137496948242;37.42336654663086
2008-03-28;19.96146011352539;52.33171844482422;25.134262084960938;28.313695907592773;30.47180938720703;18.37911605834961;73.00251770019531;23.854633331298828;40.96860885620117;35.1321907043457;36.98300552368164
2008-03-31;19.947139739990234;52.80226516723633;25.005903244018555;28.74408721923828;30.433923721313477;18.354537963867188;73.3113021850586;24.051151275634766;41.46844482421875;35.286407470703125;37.12582015991211
2008-04-01;20.190574645996094;53.793296813964844;25.407028198242188;29.397357940673828;31.403697967529297;18.887142181396484;76.35629272460938;24.672391891479492;43.272891998291016;37.669166564941406;39.23830032348633
2008-04-02;20.19773292541504;54.54191207885742;25.230531692504883;29.52801513671875;31.615833282470703;19.1165771484375;76.69082641601562;24.98935890197754;43.4507942199707;37.59205627441406;39.047874450683594
2008-04-03;20.140460968017578;54.670257568359375;25.15030860900879;29.397357940673828;32.191627502441406;19.108381271362305;76.65653228759766;24.856229782104492;43.391483306884766;37.72315216064453;39.94047164916992
2008-04-04;20.31229591369629;55.11942672729492;25.35087013244629;29.51266098022461;32.509830474853516;19.04282569885254;76.41635131835938;24.83087158203125;43.1966438293457;37.19878005981445;39.3097038269043
2008-04-07;20.183422088623047;55.4117431640625;25.63967514038086;29.328201293945312;32.335575103759766;19.059213638305664;76.46780395507812;24.93865203857422;43.069576263427734;37.42243194580078;38.94670104980469
2008-04-08;20.17625617980957;56.039161682128906;25.55143165588379;29.305133819580078;32.63862228393555;18.944507598876953;76.31343078613281;25.103464126586914;42.900142669677734;36.99059295654297;38.89315414428711
2008-04-09;19.97577667236328;56.14610290527344;25.43110466003418;29.020771026611328;32.290122985839844;18.862567901611328;73.5943603515625;25.040069580078125;41.993682861328125;36.40452194213867;37.917266845703125
2008-04-10;20.025901794433594;56.039161682128906;25.63165855407715;29.14373779296875;32.373470306396484;19.018245697021484;74.64083099365234;24.86257553100586;42.3494873046875;36.250308990478516;38.286197662353516
2008-04-11;19.89702033996582;55.25487518310547;25.294715881347656;27.99858283996582;31.95675277709961;18.510223388671875;73.92031860351562;24.89426040649414;41.51927185058594;35.59486770629883;37.816097259521484
2008-04-14;19.889863967895508;56.523963928222656;25.182397842407227;28.01395606994629;31.797651290893555;18.436477661132812;74.1347427368164;24.856229782104492;41.23970413208008;34.83916473388672;37.59592056274414
2008-04-15;20.011579513549805;56.82339096069336;25.158334732055664;28.144609451293945;31.971914291381836;18.436477661132812;74.93243408203125;25.128829956054688;41.27360153198242;35.147621154785156;37.97676467895508
2008-04-16;20.126134872436523;58.74840545654297;25.294715881347656;28.92854118347168;33.502315521240234;19.190324783325195;77.72868347167969;25.65497589111328;41.98521041870117;36.38911437988281;39.51797103881836
2008-04-17;20.15477752685547;58.69850540161133;25.134262084960938;28.590375900268555;33.33564376831055;19.18212890625;76.45063781738281;25.7056941986084;42.1800537109375;36.80551528930664;39.6607780456543
2008-04-18;20.018741607666016;59.596858978271484;25.374940872192383;29.451160430908203;33.51748275756836;19.518083572387695;78.15753936767578;25.788108825683594;42.96791076660156;37.252769470214844;39.434661865234375
2008-04-21;20.076017379760742;60.274147033691406;25.294715881347656;29.351253509521484;33.60082244873047;19.640993118286133;77.30839538574219;25.553552627563477;42.91707992553711;36.813232421875;39.14308166503906
2008-04-22;19.954303741455078;60.302677154541016;25.02997589111328;28.882423400878906;33.33564376831055;19.542661666870117;76.09041595458984;25.477476119995117;42.29866027832031;36.373687744140625;39.047874450683594
2008-04-23;20.083173751831055;59.83211898803711;25.11020278930664;28.89780044555664;32.81287384033203;19.665576934814453;75.89314270019531;25.515512466430664;42.391845703125;36.18092727661133;39.53581619262695
2008-04-24;20.111814498901367;58.263607025146484;25.190420150756836;29.082252502441406;32.335575103759766;19.9031982421875;77.49707794189453;25.490161895751953;43.04416275024414;37.406986236572266;40.32129669189453
2008-04-25;19.99726104736328;59.09063720703125;25.51934051513672;29.489593505859375;33.2598762512207;19.665576934814453;78.4663314819336;25.57257652282715;43.43385314941406;37.97761917114258;40.547420501708984
2008-04-28;20.118982315063477;59.19043731689453;25.671770095825195;29.658681869506836;33.07046890258789;19.665576934814453;79.289794921875;25.32533073425293;43.48468780517578;37.94675827026367;40.493865966796875
2008-04-29;20.140460968017578;57.85719680786133;25.390981674194336;29.381999969482422;31.979494094848633;19.85403823852539;79.92453002929688;25.445783615112305;43.755760192871094;37.76942825317383;40.053524017333984
2008-04-30;19.796785354614258;58.284996032714844;25.25459861755371;29.58949851989746;32.05525207519531;19.501699447631836;79.22113800048828;25.280956268310547;43.29830551147461;37.38386154174805;39.49417495727539
2008-05-01;20.15477752685547;57.00874328613281;25.7038631439209;29.78164291381836;31.827972412109375;20.321088790893555;81.90589904785156;25.57891273498535;44.58597946166992;38.756446838378906;40.34510803222656
