Date;spy
2008-03-03;103.25434875488281
2008-03-04;102.85990905761719
2008-03-05;103.50958251953125
2008-03-06;101.36713409423828
2008-03-07;100.32301330566406
2008-03-10;99.00045776367188
2008-03-11;102.55828857421875
2008-03-12;101.59918975830078
2008-03-13;101.8235092163086
2008-03-14;100.24564361572266
2008-03-17;99.23245239257812
2008-03-18;103.35488891601562
2008-03-19;100.79481506347656
2008-03-20;102.66183471679688
2008-03-24;104.71380615234375
2008-03-25;104.81486511230469
2008-03-26;103.53238677978516
2008-03-27;103.20588684082031
2008-03-28;102.21876525878906
2008-03-31;102.57632446289062
2008-04-01;106.18285369873047
2008-04-02;106.25279998779297
2008-04-03;106.51708984375
2008-04-04;106.40046691894531
2008-04-07;106.45487976074219
2008-04-08;106.34608459472656
2008-04-09;105.5765609741211
2008-04-10;105.72428894042969
2008-04-11;103.67225646972656
2008-04-14;103.322509765625
2008-04-15;103.5634536743164
2008-04-16;106.36940002441406
2008-04-17;106.52484130859375
2008-04-18;107.63636016845703
2008-04-21;107.69072723388672
2008-04-22;107.21662139892578
2008-04-23;107.04563903808594
2008-04-24;107.5119857788086
2008-04-25;108.50690460205078
2008-04-28;108.53022766113281
2008-04-29;108.10273742675781
2008-04-30;107.46532440185547
2008-05-01;109.68830871582031
2008-05-02;109.9914779663086
2008-05-05;109.4629135131836
2008-05-06;110.41120910644531
2008-05-07;108.44471740722656
2008-05-08;108.16487121582031
2008-05-09;107.96281433105469
2008-05-12;109.17534637451172
2008-05-13;109.19088745117188
2008-05-14;109.41626739501953
2008-05-15;110.78428649902344
2008-05-16;110.88538360595703
2008-05-19;111.1884994506836
2008-05-20;110.28684997558594
2008-05-21;108.42138671875
2008-05-22;108.43695068359375
2008-05-23;106.98343658447266
2008-05-27;107.7762451171875
2008-05-28;108.27367401123047
2008-05-29;108.81778717041016
2008-05-30;109.08981323242188
2008-06-02;107.96281433105469
2008-06-03;107.33322143554688
2008-06-04;107.27881622314453
2008-06-05;109.42405700683594
2008-06-06;105.93412780761719
2008-06-09;106.19062042236328
2008-06-10;105.66206359863281
2008-06-11;104.10752868652344
2008-06-12;104.50395202636719
2008-06-13;105.82530975341797
2008-06-16;105.88748931884766
2008-06-17;105.37451171875
2008-06-18;104.3485107421875
2008-06-19;104.48062896728516
2008-06-20;102.78475189208984
2008-06-23;102.68317413330078
2008-06-24;102.48007202148438
2008-06-25;102.96440124511719
2008-06-26;100.16786193847656
2008-06-27;99.62105560302734
2008-06-30;99.97256469726562
2008-07-01;100.2850341796875
2008-07-02;98.56649017333984
2008-07-03;98.66802978515625
2008-07-07;97.66035461425781
2008-07-08;99.39452362060547
2008-07-09;97.48067474365234
2008-07-10;97.87907409667969
2008-07-11;96.73856353759766
2008-07-14;95.86366271972656
2008-07-15;94.51227569580078
2008-07-16;96.8322982788086
2008-07-17;97.80091857910156
2008-07-18;98.41027069091797
2008-07-21;98.46491241455078
2008-07-22;99.58199310302734
2008-07-23;100.12098693847656
2008-07-24;98.04310607910156
2008-07-25;98.01966094970703
2008-07-28;96.58233642578125
2008-07-29;98.64459228515625
2008-07-30;100.40221405029297
2008-07-31;99.07422637939453
2008-08-01;98.55084991455078
2008-08-04;97.63690948486328
2008-08-05;100.2694091796875
2008-08-06;100.71465301513672
2008-08-07;99.21485137939453
2008-08-08;101.05839538574219
2008-08-11;102.1051254272461
2008-08-12;101.04281616210938
2008-08-13;100.43347930908203
2008-08-14;101.19117736816406
2008-08-15;101.68331146240234
2008-08-18;100.29285430908203
2008-08-19;99.1991958618164
2008-08-20;99.66010284423828
2008-08-21;99.83196258544922
2008-08-22;101.27709197998047
2008-08-25;99.22264099121094
2008-08-26;99.51168823242188
2008-08-27;100.48033142089844
2008-08-28;101.69894409179688
2008-08-29;100.60531616210938
2008-09-02;99.98035430908203
2008-09-03;99.89447021484375
2008-09-04;96.88700103759766
2008-09-05;97.191650390625
2008-09-08;99.1991958618164
2008-09-09;96.25423431396484
2008-09-10;96.64485931396484
2008-09-11;98.04310607910156
2008-09-12;98.49616241455078
2008-09-15;93.80924987792969
2008-09-16;95.37937927246094
2008-09-17;91.0907974243164
2008-09-18;93.79359436035156
2008-09-19;97.51850891113281
2008-09-22;95.31073760986328
2008-09-23;93.14228057861328
2008-09-24;93.44088745117188
2008-09-25;94.90220642089844
2008-09-26;94.9493637084961
2008-09-29;87.50894927978516
2008-09-30;91.13092803955078
2008-10-01;91.18595123291016
2008-10-02;87.87821960449219
2008-10-03;86.69185638427734
2008-10-06;82.27633666992188
2008-10-07;78.59149932861328
2008-10-08;76.611572265625
2008-10-09;71.26111602783203
2008-10-10;69.5326156616211
2008-10-13;79.62858581542969
2008-10-14;78.45008087158203
2008-10-15;70.72684478759766
2008-10-16;73.67314147949219
2008-10-17;73.2331771850586
2008-10-20;77.63296508789062
2008-10-21;75.31522369384766
2008-10-22;71.21397399902344
2008-10-23;72.0389404296875
2008-10-24;68.38552856445312
2008-10-27;65.95777893066406
2008-10-28;73.66529846191406
2008-10-29;73.13101959228516
2008-10-30;75.66091918945312
2008-10-31;76.07735443115234
2008-11-03;76.29727172851562
2008-11-04;78.8900375366211
2008-11-05;75.57450103759766
2008-11-06;71.38680267333984
2008-11-07;73.74385070800781
2008-11-10;72.77747344970703
2008-11-11;70.53042602539062
2008-11-12;67.4269790649414
2008-11-13;71.63038635253906
2008-11-14;68.0555191040039
2008-11-17;67.15201568603516
2008-11-18;68.41693878173828
2008-11-19;64.03284454345703
2008-11-20;59.27952194213867
2008-11-21;62.477195739746094
2008-11-24;66.80631256103516
2008-11-25;67.3012924194336
2008-11-26;69.90190124511719
2008-11-28;70.78184509277344
2008-12-01;64.51211547851562
2008-12-02;66.994873046875
2008-12-03;68.60552215576172
2008-12-04;67.01844787597656
2008-12-05;69.08477020263672
2008-12-08;71.49681854248047
2008-12-09;70.31829071044922
2008-12-10;70.79753875732422
2008-12-11;69.09264373779297
2008-12-12;69.9175796508789
2008-12-15;68.94335174560547
2008-12-16;72.18821716308594
2008-12-17;71.48896026611328
2008-12-18;70.1533203125
2008-12-19;69.8515396118164
2008-12-22;68.9565200805664
2008-12-23;68.24365234375
2008-12-24;68.63967895507812
2008-12-26;69.03570556640625
2008-12-29;68.83768463134766
2008-12-30;70.46934509277344
2008-12-31;71.47526550292969
2009-01-02;73.6296615600586
2009-01-05;73.5425033569336
2009-01-06;74.0335922241211
2009-01-07;71.81582641601562
2009-01-08;72.10889434814453
2009-01-09;70.56438446044922
2009-01-12;68.86935424804688
2009-01-13;68.99612426757812
2009-01-14;66.82586669921875
2009-01-15;66.84964752197266
2009-01-16;67.37239837646484
2009-01-20;63.8160514831543
2009-01-21;66.57243347167969
2009-01-22;65.54275512695312
2009-01-23;65.82788848876953
2009-01-26;66.27934265136719
2009-01-27;66.95262145996094
2009-01-28;69.21788787841797
2009-01-29;66.96843719482422
2009-01-30;65.60611724853516
2009-02-02;65.4080810546875
2009-02-03;66.32688903808594
2009-02-04;66.00213623046875
2009-02-05;66.98431396484375
2009-02-06;68.89313507080078
2009-02-09;68.9881820678711
2009-02-10;65.82788848876953
2009-02-11;66.21598815917969
2009-02-12;66.26351165771484
2009-02-13;65.55066680908203
2009-02-17;62.74679946899414
2009-02-18;62.596275329589844
2009-02-19;61.92304611206055
2009-02-20;61.32109832763672
2009-02-23;59.127071380615234
2009-02-24;61.368595123291016
2009-02-25;60.88543701171875
2009-02-26;59.8953742980957
2009-02-27;58.55680847167969
2009-03-02;55.91923522949219
2009-03-03;55.49945068359375
2009-03-04;56.81426239013672
2009-03-05;54.49354553222656
2009-03-06;54.588592529296875
2009-03-09;53.947025299072266
2009-03-10;57.16276168823242
2009-03-11;57.53504943847656
2009-03-12;59.80031967163086
2009-03-13;60.267616271972656
2009-03-16;60.085472106933594
2009-03-17;61.92304611206055
2009-03-18;63.309146881103516
2009-03-19;62.52497100830078
2009-03-20;61.1935920715332
2009-03-23;65.58905029296875
2009-03-24;64.2967758178711
2009-03-25;64.97482299804688
2009-03-26;66.2990493774414
2009-03-27;65.10247039794922
2009-03-30;62.85285949707031
2009-03-31;63.43519592285156
2009-04-01;64.6636962890625
2009-04-02;66.55430603027344
2009-04-03;67.2164306640625
2009-04-06;66.68995666503906
2009-04-07;65.13436889648438
2009-04-08;65.83635711669922
2009-04-09;68.45288848876953
2009-04-13;68.46887969970703
2009-04-14;67.2882080078125
2009-04-15;68.00617980957031
2009-04-16;69.00332641601562
2009-04-17;69.4660415649414
2009-04-20;66.55430603027344
2009-04-21;67.85460662841797
2009-04-22;67.43980407714844
2009-04-23;68.1019058227539
2009-04-24;69.13097381591797
2009-04-27;68.4768295288086
2009-04-28;68.2614517211914
2009-04-29;69.71331024169922
2009-04-30;69.73723602294922
2009-05-01;70.1121597290039
2009-05-04;72.49736022949219
2009-05-05;72.25007629394531
2009-05-06;73.50251007080078
2009-05-07;72.4814224243164
2009-05-08;74.17256927490234
2009-05-11;72.7845687866211
2009-05-12;72.56920623779297
2009-05-13;70.74240112304688
2009-05-14;71.3486557006836
2009-05-15;70.76632690429688
2009-05-18;72.7765884399414
2009-05-19;72.68883514404297
2009-05-20;72.20222473144531
2009-05-21;71.16515350341797
2009-05-22;71.01359558105469
2009-05-26;72.8324203491211
2009-05-27;71.5321044921875
2009-05-28;72.52925872802734
2009-05-29;73.8136215209961
2009-06-01;75.60050964355469
2009-06-02;75.66433715820312
2009-06-03;74.70709991455078
